,name,subtype,collection_date,accession
55380,A/South_Korea/8824/2019,H3N2,2019-02-19,EPI1500761
55381,A/South_Korea/8823/2019,H3N2,2019-02-27,EPI1500753
55382,A/South_Korea/8822/2019,H3N2,2019-02-22,EPI1500745
55383,A/South_Dakota/8821/2019,H3N2,2019-03-11,EPI1500737
55384,A/South_Dakota/8820/2019,H3N2,2019-03-11,EPI1500729
55385,A/South_Carolina/8817/2019,H3N2,2019-03-07,EPI1500705
55386,A/South_Carolina/8816/2019,H3N2,2019-03-11,EPI1500697
55387,A/South_Carolina/8815/2019,H3N2,2019-03-14,EPI1500689
55388,A/Oklahoma/8812/2019,H3N2,2019-03-12,EPI1500681
55389,A/Ohio/8810/2019,H3N2,2019-03-14,EPI1500673
55390,A/Ohio/8809/2019,H3N2,2019-03-14,EPI1500665
55391,A/Ohio/8808/2019,H3N2,2019-03-14,EPI1500657
55392,A/Ohio/8807/2019,H3N2,2019-03-14,EPI1500649
55393,A/Ohio/8804/2019,H3N2,2019-03-08,EPI1500641
55394,A/Ohio/8801/2019,H3N2,2019-03-07,EPI1500617
55395,A/Ohio/8800/2019,H3N2,2019-03-05,EPI1500609
55396,A/North_Carolina/8798/2019,H3N2,2019-03-08,EPI1500593
55397,A/New_York/8797/2019,H3N2,2019-03-13,EPI1500585
55398,A/New_York/8796/2019,H3N2,2019-03-13,EPI1500577
55399,A/New_Mexico/8791/2019,H3N2,2019-03-12,EPI1500545
55400,A/New_Mexico/8790/2019,H3N2,2019-03-12,EPI1500537
55401,A/New_Jersey/8786/2019,H3N2,2019-03-12,EPI1500521
55402,A/Nevada/8784/2019,H3N2,2019-03-08,EPI1500505
55403,A/Nebraska/8783/2019,H3N2,2019-03-11,EPI1500497
55404,A/Nebraska/8782/2019,H3N2,2019-03-07,EPI1500489
55405,A/Montana/8781/2019,H3N2,2019-03-11,EPI1500481
55406,A/Montana/8780/2019,H3N2,2019-03-08,EPI1500473
55407,A/Missouri/8778/2019,H3N2,2019-02-27,EPI1500465
55408,A/Missouri/8777/2019,H3N2,2019-03-01,EPI1500457
55409,A/Missouri/8776/2019,H3N2,2019-03-02,EPI1500449
55410,A/Mississippi/8774/2019,H3N2,2019-03-02,EPI1500441
55411,A/Japan/8769/2019,H3N2,2019-02-28,EPI1500409
55412,A/Japan/8768/2019,H3N2,2019-02-21,EPI1500401
55413,A/Italy/8767/2019,H3N2,2019-02-07,EPI1500393
55414,A/Italy/8763/2019,H3N2,2019-03-08,EPI1500361
55415,A/Italy/8761/2019,H3N2,2019-03-04,EPI1500345
55416,A/Texas/8685/2019,H3N2,2019-02-07,EPI1500318
55417,A/Texas/8684/2019,H3N2,2019-02-07,EPI1500310
55418,A/Texas/8682/2019,H3N2,2019-02-05,EPI1500302
55419,A/Texas/8681/2019,H3N2,2019-02-04,EPI1500294
55420,A/Texas/8680/2019,H3N2,2019-02-04,EPI1500286
55421,A/South_Korea/8674/2019,H3N2,2019-01-10,EPI1500278
55422,A/South_Korea/8671/2019,H3N2,2019-01-14,EPI1500270
55423,A/South_Korea/8668/2019,H3N2,2019-01-12,EPI1500254
55424,A/South_Carolina/8660/2019,H3N2,2019-02-05,EPI1500214
55425,A/South_Carolina/8656/2019,H3N2,2019-02-04,EPI1500206
55426,A/South_Carolina/8655/2019,H3N2,2019-02-06,EPI1500198
55427,A/South_Carolina/8654/2019,H3N2,2019-02-05,EPI1500190
55428,A/South_Carolina/8651/2019,H3N2,2019-02-04,EPI1500174
55429,A/Oklahoma/8650/2019,H3N2,2019-02-06,EPI1500166
55430,A/Oklahoma/8649/2019,H3N2,2019-02-06,EPI1500158
55431,A/Oklahoma/8648/2019,H3N2,2019-02-07,EPI1500150
55432,A/Oklahoma/8646/2019,H3N2,2019-02-06,EPI1500134
55433,A/Oklahoma/8645/2019,H3N2,2019-02-04,EPI1500126
55434,A/Oklahoma/8641/2019,H3N2,2019-02-04,EPI1500118
55435,A/Oklahoma/8640/2019,H3N2,2019-02-04,EPI1500110
55436,A/Oklahoma/8639/2019,H3N2,2019-02-01,EPI1500102
55437,A/Ohio/8638/2019,H3N2,2019-02-10,EPI1500094
55438,A/Ohio/8637/2019,H3N2,2019-02-10,EPI1500087
55439,A/Ohio/8636/2019,H3N2,2019-02-10,EPI1500079
55440,A/Ohio/8634/2019,H3N2,2019-02-08,EPI1500071
55441,A/Ohio/8633/2019,H3N2,2019-02-08,EPI1500063
55442,A/Ohio/8630/2019,H3N2,2019-02-06,EPI1500055
55443,A/New_York/8627/2019,H3N2,2019-02-13,EPI1500047
55444,A/New_York/8626/2019,H3N2,2019-02-07,EPI1500039
55445,A/New_York/8621/2019,H3N2,2019-02-06,EPI1500023
55446,A/Nevada/8616/2019,H3N2,2019-02-06,EPI1500007
55447,A/Nebraska/8615/2019,H3N2,2019-02-04,EPI1499999
55448,A/Montana/8613/2019,H3N2,2019-02-04,EPI1499991
55449,A/Mississippi/8612/2019,H3N2,2019-02-05,EPI1499983
55450,A/Mississippi/8611/2019,H3N2,2019-02-05,EPI1499975
55451,A/Mississippi/8610/2019,H3N2,2019-01-31,EPI1499967
55452,A/Mississippi/8607/2019,H3N2,2019-01-28,EPI1499951
55453,A/Maryland/8606/2019,H3N2,2019-02-07,EPI1499943
55454,A/Maryland/8605/2019,H3N2,2019-02-06,EPI1499935
55455,A/Japan/8604/2019,H3N2,2019-01-28,EPI1499927
55456,A/Japan/8603/2019,H3N2,2019-02-01,EPI1499919
55457,A/Italy/8602/2019,H3N2,2019-01-25,EPI1499911
55458,A/Italy/8601/2019,H3N2,2019-01-24,EPI1499903
55459,A/Guam/8597/2019,H3N2,2019-01-31,EPI1499895
55460,A/Georgia/8594/2019,H3N2,2019-02-05,EPI1499887
55461,A/Georgia/8593/2019,H3N2,2019-02-06,EPI1499879
55462,A/Florida/8588/2019,H3N2,2019-02-03,EPI1499855
55463,A/Florida/8586/2019,H3N2,2019-02-02,EPI1499847
55464,A/Florida/8585/2019,H3N2,2019-02-01,EPI1499839
55465,A/Florida/8584/2019,H3N2,2019-02-01,EPI1499831
55466,A/England/8581/2019,H3N2,2019-01-30,EPI1499823
55467,A/Colorado/8579/2019,H3N2,2019-02-04,EPI1499815
55468,A/Colorado/8578/2019,H3N2,2019-02-04,EPI1499807
55469,A/Arkansas/8574/2019,H3N2,2019-02-05,EPI1499799
55470,A/Washington/8710/2019,H3N2,2019-02-03,EPI1499459
55471,A/Texas/8701/2019,H3N2,2019-02-10,EPI1499456
55472,A/Texas/8696/2019,H3N2,2019-02-10,EPI1499453
55473,A/Texas/8693/2019,H3N2,2019-02-09,EPI1499450
55474,A/Texas/8687/2019,H3N2,2019-01-27,EPI1499449
55475,A/Texas/8683/2019,H3N2,2019-02-05,EPI1499448
55476,A/South_Carolina/8653/2019,H3N2,2019-02-05,EPI1499433
55477,A/Oklahoma/8644/2019,H3N2,2019-02-04,EPI1499432
55478,A/Oklahoma/8643/2019,H3N2,2019-02-04,EPI1499431
55479,A/Oklahoma/8642/2019,H3N2,2019-02-04,EPI1499430
55480,A/North_Carolina/8628/2019,H3N2,2019-02-05,EPI1499425
55481,A/New_York/8623/2019,H3N2,2019-02-06,EPI1499423
55482,A/New_York/8620/2019,H3N2,2019-01-27,EPI1499421
55483,A/Georgia/8592/2019,H3N2,2019-02-06,EPI1499411
55484,A/Florida/8589/2019,H3N2,2019-02-04,EPI1499410
55485,A/England/8582/2019,H3N2,2019-01-30,EPI1499407
55486,A/Colorado/8580/2019,H3N2,2019-02-05,EPI1499406
55487,A/Arkansas/8576/2019,H3N2,2019-02-06,EPI1499404
55488,A/Alaska/8567/2019,H3N2,2019-02-01,EPI1499397
55489,A/Washington/8709/2019,H3N2,2019-02-02,EPI1498467
55490,A/Washington/8708/2019,H3N2,2019-02-04,EPI1498459
55491,A/Virginia/8707/2019,H3N2,2019-02-06,EPI1498451
55492,A/Virginia/8705/2019,H3N2,2019-02-05,EPI1498443
55493,A/Utah/8702/2019,H3N2,2019-02-06,EPI1498427
55494,A/Texas/8698/2019,H3N2,2019-02-10,EPI1498419
55495,A/Texas/8697/2019,H3N2,2019-02-10,EPI1498411
55496,A/Texas/8692/2019,H3N2,2019-01-29,EPI1498403
55497,A/Texas/8691/2019,H3N2,2019-01-20,EPI1498395
55498,A/Texas/8690/2019,H3N2,2019-01-19,EPI1498387
55499,A/Texas/8689/2019,H3N2,2019-01-17,EPI1498379
55500,A/Texas/8688/2019,H3N2,2019-01-22,EPI1498371
55501,A/Texas/8686/2019,H3N2,2019-02-07,EPI1498363
55502,A/South_Australia/320/2019,H3N2,2019-04-24,EPI1526498
55503,A/Poland/3029/2019,H3N2,2019-02-25,EPI1506597
55504,A/Poland/12102/2019,H3N2,2019-02-11,EPI1506593
55505,A/Poland/11301/2019,H3N2,2019-02-07,EPI1506591
55506,A/Skovde/1/2019,H3N2,2019-02-11,EPI1506601
55507,A/Eskilstuna/6/2019,H3N2,2019-02-13,EPI1506529
55508,A/Eskilstuna/3/2019(2197),H3N2,2019-01-30,EPI1506527
55509,A/Boras/6/2019(5574),H3N2,2019-03-24,EPI1506493
55510,A/Darwin/177/2019,H3N2,2019-04-17,EPI1526496
55511,A/Darwin/358/2019,H3N2,2019-05-07,EPI1508637
55512,A/Darwin/348/2019,H3N2,2019-05-04,EPI1508635
55513,A/Darwin/398/2019,H3N2,2019-05-13,EPI1508631
55514,A/Darwin/402/2019,H3N2,2019-05-13,EPI1508629
55515,A/Darwin/401/2019,H3N2,2019-05-13,EPI1508627
55516,A/Darwin/374/2019,H3N2,2019-05-09,EPI1508625
55517,A/Darwin/372/2019,H3N2,2019-05-13,EPI1508623
55518,A/Darwin/369/2019,H3N2,2019-05-09,EPI1508621
55519,A/Canberra/109/2019,H3N2,2019-04-26,EPI1526494
55520,A/Canberra/128/2019,H3N2,2019-05-14,EPI1508633
55521,A/Finland/99/2019,H3N2,2019-03-26,EPI1506680
55522,A/Finland/68/2019,H3N2,2019-03-19,EPI1506677
55523,A/Finland/61/2019,H3N2,2019-03-06,EPI1506675
55524,A/Finland/18/2019,H3N2,2019-01-29,EPI1506672
55525,A/Finland/114/2019,H3N2,2019-04-30,EPI1506670
55526,A/Finland/104/2019,H3N2,2019-04-03,EPI1506668
55527,A/Finland/105/2019,H3N2,2019-04-09,EPI1506531
55528,A/Lisboa/niRL119/2019,H3N2,2019-02-16,EPI1506571
55529,A/Lisboa/99/2019,H3N2,2019-03-11,EPI1506569
55530,A/Lisboa/98/2019,H3N2,2019-03-08,EPI1506567
55531,A/Lisboa/97/2019,H3N2,2019-02-25,EPI1506565
55532,A/Lisboa/95/2019,H3N2,2019-02-27,EPI1506563
55533,A/Lisboa/94/2019,H3N2,2019-02-26,EPI1506561
55534,A/Lisboa/93/2019,H3N2,2019-02-08,EPI1506559
55535,A/Lisboa/92/2019,H3N2,2019-02-15,EPI1506557
55536,A/Lisboa/91/2019,H3N2,2019-02-20,EPI1506555
55537,A/Lisboa/100/2019,H3N2,2019-01-28,EPI1506553
55538,A/Georgia/824/2019,H3N2,2019-05-10,EPI1506543
55539,A/Georgia/768/2019,H3N2,2019-04-11,EPI1506541
55540,A/Georgia/725/2019,H3N2,2019-04-01,EPI1506539
55541,A/Georgia/670/2019,H3N2,2019-03-18,EPI1506537
55542,A/Georgia/658/2019,H3N2,2019-03-13,EPI1506535
55543,A/Georgia/613/2019,H3N2,2019-02-23,EPI1506533
55544,A/Egypt/7820/2018,H3N2,2018-12-30,EPI1506525
55545,A/Egypt/7794/2018,H3N2,2018-12-30,EPI1506523
55546,A/Egypt/7684/2018,H3N2,2018-12-27,EPI1506521
55547,A/Egypt/7450/2018,H3N2,2018-12-16,EPI1506519
55548,A/Tanger/672/2019,H3N2,2019-01-24,EPI1506603
55549,A/Moldova/851.16/2019,H3N2,2019-04-16,EPI1506585
55550,A/Cyprus/444/2019,H3N2,2019-02-01,EPI1506666
55551,A/Cyprus/376/2019,H3N2,2019-01-30,EPI1506664
55552,A/Bulgaria/941/2019,H3N2,2019-01-31,EPI1506662
55553,A/Vitebsk/927/2019,H3N2,2019-02-28,EPI1506605
55554,A/Orsha/1450/2019,H3N2,2019-03-05,EPI1506589
55555,A/Mogilev/1315/2019,H3N2,2019-03-06,EPI1506583
55556,A/Borisov/1246/2019,H3N2,2019-03-04,EPI1506495
55557,A/Bobruisk/1469/2019,H3N2,2019-03-13,EPI1506491
55558,A/Bobruisk/1468/2019,H3N2,2019-03-06,EPI1506489
55559,A/Victoria/250/2019,H3N2,2019-04-11,EPI1505605
55560,A/KANAGAWA/ZC1861/2019,H3N2,2019-04-26,EPI1520121
55561,A/Henan-Shancheng/1376/2019,H3N2,2019-05-07,EPI1504916
55562,A/Guangxi-Xixiangtang/1437/2019,H3N2,2019-05-14,EPI1504913
55563,A/Guangxi-Huanjiangmaonanzuzizhi/59/2019,H3N2,2019-04-22,EPI1504910
55564,A/Guangxi-Jinchengjiang/12737/2019,H3N2,2019-05-10,EPI1504907
55565,A/Guangxi-Jinchengjiang/12718/2019,H3N2,2019-05-05,EPI1504904
55566,A/Guangxi-Jinchengjiang/12654/2019,H3N2,2019-04-18,EPI1504901
55567,A/Henan-Weibin/1238/2019,H3N2,2019-03-11,EPI1504898
55568,A/Guangxi-Mashan/32/2019,H3N2,2019-05-09,EPI1504895
55569,A/Xinjiang-Kuerle/1191/2019,H3N2,2019-03-02,EPI1504892
55570,A/Henan-Chuanhui/1228/2019,H3N2,2019-03-18,EPI1504889
55571,A/Henan-Weidou/1219/2019,H3N2,2019-03-05,EPI1504886
55572,A/Shanxi-Xinfu/1230/2019,H3N2,2019-03-18,EPI1504883
55573,A/Zhejiang-Jingjijishukaifa/344/2019,H3N2,2019-03-19,EPI1504880
55574,A/Anhui-Jinghu/1334/2019,H3N2,2019-03-28,EPI1504877
55575,A/Guangxi-Wuming/351/2019,H3N2,2019-05-09,EPI1504874
55576,A/Guangxi-Xinning/1491/2019,H3N2,2019-05-07,EPI1504871
55577,A/Jiangxi-Yushui/1395/2019,H3N2,2019-05-07,EPI1504868
55578,A/Jiangxi-Ruijin/335/2019,H3N2,2019-05-06,EPI1504865
55579,A/Jiangxi-Zhanggong/1410/2019,H3N2,2019-05-07,EPI1504862
55580,A/Hunan-Wuling/13302/2019,H3N2,2019-05-05,EPI1504859
55581,A/Hunan-Xinhua/353/2019,H3N2,2019-05-10,EPI1504856
55582,A/Hunan-Jishou/11272/2019,H3N2,2019-04-22,EPI1504853
55583,A/Anhui-Yingzhou/11133/2019,H3N2,2019-05-02,EPI1504850
55584,A/Anhui-Yingzhou/1979/2019,H3N2,2019-04-11,EPI1504847
55585,A/Guangxi-Wanxiu/589/2019,H3N2,2019-04-23,EPI1504844
55586,A/Guangxi-Haicheng/351/2019,H3N2,2019-04-24,EPI1504841
55587,A/Guangdong-Chengqu/1346/2019,H3N2,2019-05-02,EPI1504838
55588,A/Hubei-Xiling/1313/2019,H3N2,2019-04-25,EPI1504835
55589,A/Guangdong-Chancheng/1331/2019,H3N2,2019-04-22,EPI1504832
55590,A/Gansu-Xifeng/1303/2019,H3N2,2019-04-15,EPI1504829
55591,A/Hunan-Yuhu/1334/2019,H3N2,2019-04-24,EPI1504826
55592,A/Guangdong-Chengqu/1318/2019,H3N2,2019-04-18,EPI1504823
55593,A/Hebei-Luquan/1275/2019,H3N2,2019-04-22,EPI1504820
55594,A/Guangdong-Lechang/324/2019,H3N2,2019-05-07,EPI1504817
55595,A/Jiangxi-Zhanggong/1373/2019,H3N2,2019-04-22,EPI1504814
55596,A/Jiangxi-Zhanggong/1392/2019,H3N2,2019-04-30,EPI1504811
55597,A/Jiangxi-Ruijin/333/2019,H3N2,2019-05-06,EPI1504808
55598,A/Guangdong-Zhenjiang/1349/2019,H3N2,2019-04-29,EPI1504805
55599,A/Jiangxi-Xunyang/1392/2019,H3N2,2019-04-15,EPI1504802
55600,A/Guangdong-Zhongshan/357/2019,H3N2,2019-04-28,EPI1504799
55601,A/Guizhou-Xinyi/354/2019,H3N2,2019-04-01,EPI1504796
55602,A/Guangdong-Tianhe/397/2019,H3N2,2019-04-28,EPI1504793
55603,A/Henan-Shancheng/1372/2019,H3N2,2019-05-04,EPI1504790
55604,A/Henan-Shancheng/1385/2019,H3N2,2019-05-13,EPI1504787
55605,A/Henan-Zhaoling/1338/2019,H3N2,2019-05-06,EPI1504784
55606,A/Henan-Weidou/1320/2019,H3N2,2019-04-16,EPI1504781
55607,A/Guangdong-Yuncheng/1651/2019,H3N2,2019-04-23,EPI1504778
55608,A/Hubei-Wujiagang/1361/2019,H3N2,2019-04-30,EPI1504775
55609,A/Hainan-Tianya/1361/2019,H3N2,2019-05-06,EPI1504772
55610,A/Hainan-Tianya/324/2019,H3N2,2019-04-26,EPI1504769
55611,A/Guangdong-Zhongshan/1330/2019,H3N2,2019-04-10,EPI1504766
55612,A/Guangdong-Huicheng/324/2019,H3N2,2019-04-18,EPI1504763
55613,A/Guangdong-Qingcheng/1291/2019,H3N2,2019-04-08,EPI1504760
55614,A/Guangdong-Duanzhou/1375/2019,H3N2,2019-04-23,EPI1504757
55615,A/Guangdong-Xiangzhou/1675/2019,H3N2,2019-04-22,EPI1504754
55616,A/Guangdong-Huicheng/1404/2019,H3N2,2019-05-21,EPI1504667
55617,A/Guangdong-Chancheng/1361/2019,H3N2,2019-04-29,EPI1504664
55618,A/Guangdong-Chancheng/1381/2019,H3N2,2019-05-06,EPI1504661
55619,A/Guangdong-Rongcheng/1394/2019,H3N2,2019-05-13,EPI1504658
55620,A/Guangdong-Dongwanbendi/31/2019,H3N2,2019-04-27,EPI1504655
55621,A/Guangdong-Jiangcheng/1399/2019,H3N2,2019-05-14,EPI1504652
55622,A/Yunnan-Zhaoyang/1392/2019,H3N2,2019-04-22,EPI1504649
55623,A/Yunnan-Gucheng/1319/2019,H3N2,2019-05-01,EPI1504646
55624,A/Yunnan-Qilin/1518/2019,H3N2,2019-05-01,EPI1504643
55625,A/Yunnan-Gejiu/314/2019,H3N2,2019-04-28,EPI1504640
55626,A/Yunnan-Chuxiong/11474/2019,H3N2,2019-04-29,EPI1504637
55627,A/Yunnan-Chuxiong/11503/2019,H3N2,2019-05-10,EPI1504634
55628,A/Zhejiang-Yongkang/1235/2019,H3N2,2019-03-19,EPI1504631
55629,A/Fujian-Shaxian/318/2019,H3N2,2019-05-14,EPI1504628
55630,A/Henan-Chuanhui/1343/2019,H3N2,2019-05-13,EPI1504625
55631,A/Hainan-Wanning/53/2019,H3N2,2019-04-22,EPI1504622
55632,A/Hainan-Longhua/356/2019,H3N2,2019-04-22,EPI1504619
55633,A/Hainan-Wenchang/1358/2019,H3N2,2019-05-06,EPI1504616
55634,A/Guangxi-Fuchuanyaozuzizhi/311/2019,H3N2,2019-05-23,EPI1504613
55635,A/Guangxi-Youjiang/592/2019,H3N2,2019-05-20,EPI1504610
55636,A/Guangxi-Cangwu/317/2019,H3N2,2019-05-30,EPI1504607
55637,A/Guangxi-Qinbei/321/2019,H3N2,2019-05-20,EPI1504604
55638,A/Guangxi-Jiangzhou/1422/2019,H3N2,2019-05-27,EPI1504601
55639,A/Jiangxi-Yuehu/1513/2019,H3N2,2019-05-27,EPI1504598
55640,A/Jiangxi-Xinzhou/1416/2019,H3N2,2019-05-22,EPI1504595
55641,A/Guangdong-Dongwanbendi/315/2019,H3N2,2019-05-11,EPI1504592
55642,A/Guangdong-Rongcheng/1408/2019,H3N2,2019-05-20,EPI1504589
55643,A/Guangdong-Huadou/3160/2019,H3N2,2019-05-21,EPI1504586
55644,A/Guangdong-Huangpu/3203/2019,H3N2,2019-05-17,EPI1504583
55645,A/Guangdong-Liwan/1427/2019,H3N2,2019-05-28,EPI1504580
55646,A/Guangdong-Chancheng/1382/2019,H3N2,2019-05-13,EPI1504577
55647,A/Guangdong-Jiangcheng/1409/2019,H3N2,2019-05-21,EPI1504574
55648,A/Yunnan-Qilin/1622/2019,H3N2,2019-05-22,EPI1504571
55649,A/Yunnan-Lushui/1562/2019,H3N2,2019-05-23,EPI1504568
55650,A/Yunnan-Lushui/1447/2019,H3N2,2019-04-19,EPI1504565
55651,A/Hunan-Jishou/11348/2019,H3N2,2019-05-07,EPI1504562
55652,A/Hunan-Beihu/1948/2019,H3N2,2019-05-19,EPI1504559
55653,A/Hunan-Xinhua/354/2019,H3N2,2019-05-10,EPI1504556
55654,A/Hunan-Tongdaodongzuzizhi/55/2019,H3N2,2019-05-21,EPI1504553
55655,A/Yunnan-Shiping/34/2019,H3N2,2019-05-15,EPI1504550
55656,A/Yunnan-Gejiu/320/2019,H3N2,2019-05-13,EPI1504547
55657,A/Shanghai-Qingpu/1423/2019,H3N2,2019-05-13,EPI1504544
55658,A/Yunnan-Simao/11539/2019,H3N2,2019-05-06,EPI1504541
55659,A/Guangxi-Fangcheng/1366/2019,H3N2,2019-04-16,EPI1504538
55660,A/Guangxi-Guiping/515/2019,H3N2,2019-04-30,EPI1504532
55661,A/Guangxi-Qinbei/37/2019,H3N2,2019-05-10,EPI1504529
55662,A/Guangxi-Lingshan/329/2019,H3N2,2019-05-09,EPI1504526
55663,A/Guangxi-Haicheng/1682/2019,H3N2,2019-05-17,EPI1504523
55664,A/Guangxi-Shangsi/511/2019,H3N2,2019-05-14,EPI1504520
55665,A/Guangxi-Haicheng/1595/2019,H3N2,2019-04-28,EPI1504517
55666,A/Guangdong-Xuwen/312/2019,H3N2,2019-04-25,EPI1504514
55667,A/Shanghai-Songjiang/322/2019,H3N2,2019-01-08,EPI1503955
55668,A/Guangxi-Gangbei/190/2019,H3N2,2019-01-21,EPI1503952
55669,A/Macao/601124/2019,H3N2,2019-02-08,EPI1503811
55670,A/Macao/600980/2019,H3N2,2019-01-30,EPI1503808
55671,A/Macao/600964/2019,H3N2,2019-01-29,EPI1503805
55672,A/Macao/600792/2019,H3N2,2019-01-24,EPI1503802
55673,A/Macao/600225/2019,H3N2,2019-01-10,EPI1503799
55674,A/Macao/600141/2019,H3N2,2019-01-08,EPI1503796
55675,A/Macao/600113/2019,H3N2,2019-01-07,EPI1503793
55676,A/Macao/607117/2018,H3N2,2018-12-27,EPI1503790
55677,A/Jilin-Ningjiang/1258/2019,H3N2,2019-03-11,EPI1503661
55678,A/Zhejiang-Linhai/1342/2019,H3N2,2019-03-03,EPI1503658
55679,A/Hebei-Haigang/1203/2019,H3N2,2019-03-06,EPI1503655
55680,A/Fujian-Siming/1192/2019,H3N2,2019-03-04,EPI1503652
55681,A/Beijing-Chaoyang/1544/2019,H3N2,2019-03-04,EPI1503649
55682,A/tianjinHebei/1209/2019,H3N2,2019-03-04,EPI1503646
55683,A/Guangdong-Dongwanbendi/583/2019,H3N2,2019-03-04,EPI1503643
55684,A/Zhejiang-Dinghai/1200/2019,H3N2,2019-03-07,EPI1503640
55685,A/Guizhou-Douyun/1209/2019,H3N2,2019-03-05,EPI1503637
55686,A/Shandong-Qingzhou/36/2019,H3N2,2019-03-08,EPI1503634
55687,A/Jiangsu-Gaoyou/1266/2019,H3N2,2019-03-06,EPI1503631
55688,A/Jiangxi-Yushui/383/2019,H3N2,2019-03-04,EPI1503628
55689,A/Anhui-Xuanzhou/1433/2019,H3N2,2019-03-06,EPI1503625
55690,A/Jiangxi-Anyuan/1250/2019,H3N2,2019-03-14,EPI1503622
55691,A/Jiangxi-Zhushan/1171/2019,H3N2,2019-03-03,EPI1503619
55692,A/Yunnan-Zhaoyang/1243/2019,H3N2,2019-03-12,EPI1503616
55693,A/Chongqing-Yuzhong/1474/2019,H3N2,2019-03-08,EPI1503613
55694,A/Shanxi-Pingcheng/1435/2019,H3N2,2019-03-04,EPI1503610
55695,A/Zhejiang-Jiaojiang/1346/2019,H3N2,2019-04-16,EPI1503607
55696,A/Zhejiang-Linhai/1465/2019,H3N2,2019-04-02,EPI1503604
55697,A/Zhejiang-Gongshu/3181/2019,H3N2,2019-04-11,EPI1503601
55698,A/Zhejiang-Xihu/3108/2019,H3N2,2019-04-17,EPI1503598
55699,A/Hubei-Wujiagang/1233/2019,H3N2,2019-03-14,EPI1503595
55700,A/Hunan-Yuhu/1320/2019,H3N2,2019-04-16,EPI1503592
55701,A/Hunan-Yongding/1221/2019,H3N2,2019-03-01,EPI1503589
55702,A/Qinghai-Chengzhong/1360/2019,H3N2,2019-04-09,EPI1503586
55703,A/Qinghai-Chengbei/1265/2019,H3N2,2019-04-18,EPI1503583
55704,A/Ningxia-Xinqing/1525/2019,H3N2,2019-03-04,EPI1503580
55705,A/Guizhou-Bijiang/1323/2019,H3N2,2019-04-15,EPI1503577
55706,A/Neimenggu-Haibowan/1196/2019,H3N2,2019-03-04,EPI1503574
55707,A/Guizhou-Bijiang/1351/2019,H3N2,2019-04-23,EPI1503571
55708,A/Liaoning-Shenhe/31/2019,H3N2,2019-04-17,EPI1503568
55709,A/Liaoning-Huanggu/1566/2019,H3N2,2019-04-23,EPI1503565
55710,A/Guangxi-Fangcheng/54/2019,H3N2,2019-04-17,EPI1503562
55711,A/Guangxi-Shangsi/52/2019,H3N2,2019-04-12,EPI1503559
55712,A/Guangxi-Wuming/338/2019,H3N2,2019-04-19,EPI1503556
55713,A/Guangxi-Shanglin/312/2019,H3N2,2019-04-24,EPI1503553
55714,A/Guangxi-Youjiang/1343/2019,H3N2,2019-04-22,EPI1503550
55715,A/Guangxi-Tiandong/512/2019,H3N2,2019-04-23,EPI1503547
55716,A/Guangxi-Qinnan/1590/2019,H3N2,2019-04-29,EPI1503544
55717,A/Guangxi-Pubei/342/2019,H3N2,2019-03-29,EPI1503541
55718,A/Guangxi-Jiangzhou/1274/2019,H3N2,2019-04-02,EPI1503538
55719,A/Guangxi-Daxin/51/2019,H3N2,2019-04-18,EPI1503535
55720,A/Guangxi-Babu/1384/2019,H3N2,2019-04-16,EPI1503532
55721,A/Guangxi-Huanjiangmaonanzuzizhi/51/2019,H3N2,2019-04-22,EPI1503529
55722,A/Guangxi-Xinbin/1398/2019,H3N2,2019-04-21,EPI1503526
55723,A/Guangxi-Cenxi/38/2019,H3N2,2019-04-18,EPI1503523
55724,A/Netherlands/01387/2019,H3N2,2019-06-15,EPI1520177
55725,A/Netherlands/01357/2019,H3N2,2019-05-28,EPI1520165
55726,A/Florida/79/2019,H3N2,2019-06-26,EPI1508158
55727,A/Florida/80/2019,H3N2,2019-06-29,EPI1508150
55728,A/West_Kazakhstan/463/2019,H3N2,2019-03-05,EPI1506611
55729,A/West_Kazakhstan/462/2019,H3N2,2019-03-01,EPI1506609
55730,A/West_Kazakhstan/461/2019,H3N2,2019-02-27,EPI1506607
55731,A/North_Kazakhstan/363/2019,H3N2,2019-02-13,EPI1506587
55732,A/Trinidad/2705/2019,H3N2,2019-03-11,EPI1508087
55733,A/Trinidad/2848/2019,H3N2,2019-03-19,EPI1508079
55734,A/Cote_D'Ivoire/610/2019,H3N2,2019-04-09,EPI1508206
55735,A/Cote_D'Ivoire/643/2019,H3N2,2019-04-16,EPI1508190
55736,A/Cote_D'Ivoire/580/2019,H3N2,2019-04-03,EPI1508111
55737,A/Ontario/RV1612/2019,H3N2,2019-03-18,EPI1508103
55738,A/Ontario/RV1611/2019,H3N2,2019-03-19,EPI1508055
55739,A/Martinique/481/2019,H3N2,2019-03-19,EPI1508063
55740,A/Guyane/718/2019,H3N2,2019-06-03,EPI1508047
55741,A/Guadeloupe/629/2019,H3N2,2019-03-12,EPI1508031
55742,A/Guadeloupe/632/2019,H3N2,2019-03-20,EPI1508023
55743,A/Guyane/589/2019,H3N2,2019-05-09,EPI1508011
55744,A/Guyane/581/2019,H3N2,2019-05-06,EPI1507995
55745,A/Martinique/571/2019,H3N2,2019-04-18,EPI1507979
55746,A/Martinique/500/2019,H3N2,2019-03-26,EPI1507950
